ID,COSTO_NOCHE,COSTO_MENSUAL,COSTO_SEMESTRE,MENSAJE,CAPACIDAD,VIVIENDA
327524,74723,548514,6873824,null,4,15564
327525,9097,861931,4123885,null,3,19649
327526,6213,108299,5309843,null,1,14866
327527,28690,495625,5430548,null,3,2293
327528,30320,637250,4071639,null,4,2904
327529,57161,492982,6980121,null,5,5062
327530,68818,637381,7834341,null,1,4729
327531,75393,960617,4274742,null,5,8399
327532,57130,797136,5383130,null,2,15417
327533,49894,996965,6655136,null,3,19668
327534,47279,6492,2738629,null,5,14767
327535,18584,521854,1090484,null,5,1267
327536,25492,899379,3332256,null,5,17703
327537,41148,580068,3440306,null,3,2267
327538,7482,721762,5251841,null,1,7455
327539,76200,425982,7952179,null,4,231
327540,13575,871621,5223337,null,1,14866
327541,63503,888959,3800636,null,1,6767
327542,18100,338137,3983396,null,3,4105
327543,36335,729197,5073980,null,3,4858
327544,21643,18612,4675791,null,4,16126
327545,57271,484196,2948021,null,2,17467
327546,15817,69242,1688554,null,2,17492
327547,24147,461259,3069380,null,2,13984
327548,27823,912909,41840,null,2,15149
327549,312,326643,2138585,null,4,14197
327550,65604,379782,7155661,null,2,15184
327551,37258,530015,814479,null,1,6865
327552,16838,323265,7631943,null,4,15643
327553,70759,394083,7493838,null,2,12839
327554,66584,277230,7609230,null,4,778
327555,70142,840557,3087077,null,5,6873
327556,51414,704963,2120892,null,1,17184
327557,13365,717726,3337842,null,2,4793
327558,54669,129758,3894046,null,3,13793
327559,29857,315708,4334774,null,5,13855
327560,16936,665432,4932931,null,3,6916
327561,15200,236280,5625466,null,5,6042
327562,76004,351754,7592418,null,3,6214
327563,18832,110763,1945392,null,4,9632
327564,28074,613489,5533173,null,2,6407
327565,72416,372335,6868908,null,1,3123
327566,44107,728397,3075928,null,4,8036
327567,27194,719084,7551824,null,1,8301
327568,52487,698964,6548925,null,5,1601
327569,77071,869132,1638235,null,3,12611
327570,5634,696143,3359248,null,2,19908
327571,75582,974407,3120669,null,3,8831
327572,51584,582739,3896957,null,3,12399
327573,9949,139606,6124962,null,1,14818
327574,75848,550378,2822617,null,4,16371
327575,40051,936971,1225237,null,3,18598
327576,48856,473961,7791928,null,4,10927
327577,36705,642366,290469,null,4,4776
327578,13538,237191,520605,null,1,18550
327579,32909,873017,634479,null,1,15246
327580,21944,736269,2164523,null,5,18488
327581,35682,546455,2244765,null,5,18128
327582,40991,527985,6244380,null,2,13159
327583,28432,828155,7350255,null,5,9485
327584,70152,210644,6599141,null,3,12033
327585,14063,289310,6490136,null,4,3068
327586,52803,568322,1298382,null,2,11279
327587,24048,518953,5142613,null,2,956
327588,45815,808834,5879416,null,3,11153
327589,63884,19223,6617310,null,4,14353
327590,50659,582788,2755723,null,2,19965
327591,39978,464887,4008291,null,4,1432
327592,14314,384672,1500629,null,2,10416
327593,16032,496935,6856186,null,4,8132
327594,74874,205770,4041420,null,4,11638
327595,51938,707172,1205016,null,1,10466
327596,79275,353373,2803857,null,4,17387
327597,57063,143212,1627235,null,5,10064
327598,35286,749591,3236640,null,1,4666
327599,28708,563350,1248009,null,4,2902
327600,64047,126615,887477,null,2,3401
327601,68484,975887,2696758,null,4,2727
327602,79571,157692,1956735,null,4,635
327603,7555,346729,7419508,null,4,19012
327604,52674,46571,7023855,null,1,15547
327605,12959,699720,5504638,null,5,13225
327606,42892,316861,5011763,null,2,17778
327607,16913,409995,6381553,null,2,16502
327608,76895,565501,3028408,null,2,1201
327609,55172,913403,7148310,null,4,19347
327610,44015,361306,5903650,null,4,7631
327611,67847,761142,6757388,null,1,18581
327612,4946,727430,4279218,null,5,15125
327613,2292,333848,5450157,null,2,16846
327614,20133,25585,6916099,null,1,6227
327615,52869,605970,5565870,null,2,9296
327616,22540,829306,3638993,null,3,2220
327617,48986,629704,6101379,null,3,19188
327618,31089,161753,1796485,null,1,7344
327619,55453,264127,7424627,null,3,405
327620,37526,577483,6318086,null,5,7155
327621,47541,468027,5229545,null,2,11695
327622,67477,258129,1965457,null,2,10600
327623,70848,548196,6509341,null,2,9432
327624,76562,967983,1172885,null,2,6268
327625,21805,211992,770443,null,4,8941
327626,11180,376368,3674743,null,1,13410
327627,63348,804162,6997148,null,1,19311
327628,65643,891460,3705916,null,1,3989
327629,69818,720280,6060922,null,1,17022
327630,59768,523564,3353740,null,5,15923
327631,63893,678185,2298483,null,5,16014
327632,51176,424164,6391904,null,3,5827
327633,9975,300924,1445796,null,4,3828
327634,46768,928213,3246954,null,1,12499
327635,7764,898976,5510881,null,4,9478
327636,9425,306538,4546939,null,5,13410
327637,12602,405652,6556770,null,1,12558
327638,35383,800428,4708020,null,3,5520
327639,62153,970787,6286161,null,2,3006
327640,23241,266291,4226614,null,4,4916
327641,44013,381893,2698649,null,5,4186
327642,29643,74557,7951299,null,1,12460
327643,66261,294769,4216530,null,3,18916
327644,59544,356122,7000555,null,2,19219
327645,20255,367409,6471363,null,1,1951
327646,6787,850232,2030974,null,2,7272
327647,60993,253608,4297382,null,5,19456
327648,2456,60047,6647627,null,2,18093
327649,1557,286707,1126702,null,4,13372
327650,12812,74710,3203769,null,3,7309
327651,580,96833,7977539,null,2,2745
327652,30488,816451,5767885,null,1,287
327653,23588,440239,1825149,null,2,6336
327654,18571,287423,4274922,null,5,10055
327655,51089,585840,4383296,null,4,8129
327656,69193,364441,5520726,null,1,5711
327657,67595,325600,7445495,null,1,10633
327658,69131,387353,1940044,null,5,1492
327659,9876,988200,4106231,null,2,15316
327660,41651,548790,6225903,null,5,18161
327661,51234,108406,2142287,null,1,19648
327662,38347,871706,4227074,null,2,5371
327663,37590,418099,1123775,null,4,130
327664,71542,321969,7337,null,2,5462
327665,51120,553926,7161304,null,2,3283
327666,63341,297272,3977091,null,1,19547
327667,71804,741013,2624871,null,5,5564
327668,65543,858743,3886913,null,2,9955
327669,1645,635054,344163,null,2,7356
327670,75907,297733,6975913,null,1,9186
327671,53786,949037,4589785,null,5,13883
327672,3525,119012,5726350,null,1,1093
327673,9353,722019,7734878,null,5,4965
327674,16899,198704,5261576,null,1,12722
327675,31014,313971,2016914,null,4,2678
327676,13144,402666,6888366,null,1,5242
327677,70569,672765,988824,null,2,13798
327678,54920,537880,872961,null,1,11061
327679,59058,82352,6474859,null,2,18776
327680,55317,976523,2755033,null,4,2034
327681,29444,225988,3066439,null,3,15723
327682,35368,999940,3075306,null,5,9679
327683,14197,224975,3811973,null,2,5049
327684,37730,253687,7675716,null,2,4214
327685,38634,560152,6377605,null,3,17163
327686,66286,19079,2935067,null,2,4717
327687,31484,612092,3600868,null,4,502
327688,2166,622524,1357322,null,1,5292
327689,32014,778619,7490153,null,5,466
327690,26506,503555,3258173,null,2,10594
327691,59881,528292,2221940,null,2,13531
327692,66504,639902,986873,null,4,9463
327693,29966,831052,2429081,null,2,19354
327694,72138,498508,2692785,null,1,10481
327695,34645,414989,7650361,null,1,9373
327696,60731,435514,481922,null,1,7664
327697,24122,800095,5406464,null,5,1066
327698,57710,465160,1904004,null,4,15484
327699,78049,281917,43102,null,1,1498
327700,63158,299998,5554244,null,5,3262
327701,11638,170231,5088962,null,2,3032
327702,59000,434710,2188772,null,1,13073
327703,64044,664541,535552,null,3,3559
327704,31183,757456,7087248,null,3,11372
327705,27725,85540,1266453,null,4,16348
327706,62468,521095,1533854,null,5,8088
327707,41870,573915,5328798,null,3,14413
327708,39749,235482,89160,null,2,10156
327709,70105,350647,3240613,null,1,17192
327710,67446,445028,6138856,null,5,9687
327711,3944,32437,4881016,null,3,2324
327712,13775,687102,4445722,null,4,12344
327713,2055,259937,6081592,null,3,6033
327714,79511,933197,4205955,null,4,10695
327715,30627,20211,7203472,null,3,2545
327716,12308,476833,6732178,null,1,201
327717,74767,20939,7174594,null,2,9944
327718,54350,872626,961943,null,1,6443
327719,74257,443868,3236495,null,1,18040
327720,68851,846163,3557264,null,4,1054
327721,46582,370959,5972131,null,3,15396
327722,8901,176441,2345792,null,4,13109
327723,70687,222985,7640587,null,1,4660
327724,65650,238709,4519747,null,5,11995
327725,41050,443533,5583216,null,3,2760
327726,16406,355342,7030793,null,4,17728
327727,33358,396142,515717,null,4,7717
327728,710,291251,2400167,null,3,17706
327729,1736,359109,4846016,null,4,14360
327730,20718,686120,7829093,null,3,16742
327731,23005,902886,3881360,null,5,3341
327732,50141,850087,1985905,null,5,9737
327733,16153,608810,3837083,null,1,454
327734,26795,824228,3314456,null,1,17139
327735,79466,458814,5138074,null,4,12490
327736,23731,781520,2774755,null,5,6256
327737,73803,645428,1939391,null,3,6093
327738,60152,858432,701610,null,1,17639
327739,61654,788721,4042189,null,2,7717
327740,70376,238558,6893699,null,2,4605
327741,1789,66192,4640196,null,2,18492
327742,55348,754832,999730,null,1,7192
327743,497,557621,5171562,null,4,2552
327744,20840,769593,3055570,null,4,15260
327745,68819,9843,1359582,null,4,11610
327746,6486,874513,2431902,null,1,2416
327747,57215,676879,2227933,null,5,3945
327748,30663,900677,7032247,null,1,435
327749,19577,661815,3974911,null,4,16758
327750,60821,299242,2408228,null,5,10657
327751,21085,245895,7964028,null,4,5688
327752,10883,834081,5725462,null,3,6263
327753,19999,146120,5780913,null,4,3602
327754,11796,894664,6607577,null,5,12609
327755,68749,592254,945769,null,4,9573
327756,45017,816258,2246380,null,4,394
327757,21951,888561,4460123,null,3,18600
327758,16102,22959,1073654,null,5,3155
327759,73390,66152,3838933,null,5,14280
327760,36158,166461,2513138,null,1,19333
327761,61007,285513,362188,null,4,11437
327762,37561,850291,1158097,null,5,17699
327763,5612,605050,2040616,null,5,18301
327764,59840,855235,1331033,null,2,14789
327765,21451,455788,4068077,null,1,16331
327766,34543,670892,582930,null,1,13474
327767,8804,754701,2133539,null,2,6540
327768,72109,430472,2355193,null,4,2807
327769,59290,979577,1921184,null,2,7764
327770,77658,49751,2447876,null,3,13587
327771,5868,68986,1139964,null,5,16191
327772,62561,827533,5939054,null,2,16439
327773,32318,264049,1366002,null,5,13475
327774,54748,788427,53363,null,3,15398
327775,28553,290247,6101558,null,5,8733
327776,21496,416450,1462858,null,2,2754
327777,32282,670392,2206236,null,3,10898
327778,27410,745108,1712716,null,2,7833
327779,7761,835309,4995752,null,1,12807
327780,14721,213981,4213245,null,1,1968
327781,50625,810318,4706939,null,5,4033
327782,25232,948075,6959716,null,4,2201
327783,13735,365034,4139138,null,4,280
327784,67476,319238,1128679,null,5,1979
327785,20995,424087,562612,null,3,5711
327786,77517,41859,3796875,null,3,5245
327787,71034,551914,3333558,null,3,4018
327788,17120,900885,5539884,null,2,14019
327789,17103,533964,1692307,null,3,5608
327790,6095,870020,2999428,null,5,10254
327791,30073,911880,3307944,null,3,15731
327792,51749,885802,645300,null,2,17443
327793,57613,639310,920065,null,4,697
327794,33041,358928,6000875,null,2,18423
327795,10994,477259,6510806,null,2,8345
327796,1535,536259,2984148,null,4,16996
327797,1012,216128,1880656,null,3,9769
327798,4869,707499,6044050,null,5,16603
327799,36144,199126,4173912,null,4,2668
327800,18326,438078,524110,null,3,16034
327801,46425,857701,7036846,null,2,15949
327802,70220,116310,5352738,null,3,14459
327803,31148,855589,1637102,null,3,15822
327804,6844,695325,3032964,null,4,5322
327805,18204,221098,5964212,null,3,10567
327806,31692,637030,4707156,null,2,12165
327807,4536,571683,3782573,null,4,2986
327808,18266,583321,7709563,null,5,10582
327809,50520,600035,7481359,null,4,6062
327810,10201,646709,1429155,null,2,654
327811,38966,185867,1108853,null,3,9780
327812,48849,226643,1002451,null,1,15108
327813,58001,836973,6087631,null,2,18900
327814,12809,245443,5508637,null,3,17143
327815,74888,454225,2856662,null,3,3620
327816,33013,903895,931942,null,5,7654
327817,33165,422771,4348870,null,2,2253
327818,42036,67309,6884807,null,4,1716
327819,61218,389622,5413537,null,4,12823
327820,72165,924954,4926410,null,5,2059
327821,67163,477381,269114,null,2,7887
327822,79920,675737,372609,null,4,2219
327823,9666,959209,7992266,null,1,5464
327824,73621,727739,1930421,null,3,12703
327825,50383,362656,2263628,null,2,9862
327826,33759,889040,328357,null,5,14362
327827,64532,628963,803283,null,5,368
327828,56230,301736,2301547,null,1,6062
327829,47667,383114,6582652,null,5,8642
327830,39172,995475,5070239,null,2,17864
327831,46242,142274,668488,null,2,11550
327832,38697,593975,1132458,null,1,5701
327833,22769,582920,6707531,null,3,44
327834,62487,513259,5310494,null,4,6238
327835,68573,663151,131052,null,1,4346
327836,36306,740771,6235693,null,5,4691
327837,45881,313035,7465580,null,2,2420
327838,29662,206669,7289274,null,1,16138
327839,75636,412683,2400372,null,4,12119
327840,79439,606628,1537935,null,3,4714
327841,65160,375842,70848,null,4,474
327842,47047,998264,4640303,null,5,16550
327843,67260,724879,5845244,null,4,11436
327844,6539,152164,359964,null,5,7235
327845,49136,263342,1911832,null,2,11664
327846,65852,775573,7586276,null,3,7997
327847,70307,598165,1732605,null,2,7025
327848,52151,413998,4141852,null,5,19595
327849,54576,182323,5935232,null,2,12866
327850,26596,776021,6752832,null,5,14101
327851,842,626774,6857281,null,1,8969
327852,20864,886325,3238638,null,4,5322
327853,21970,558225,6508793,null,4,17604
327854,43763,476703,2685497,null,4,6839
327855,6986,255611,69324,null,1,5334
327856,40813,296395,2174064,null,1,3970
327857,61652,922568,1083502,null,4,11811
327858,48179,533297,7393458,null,4,9630
327859,19194,701805,356434,null,1,12182
327860,22199,62715,3120123,null,3,18625
327861,65538,25547,7838053,null,2,12212
327862,22151,893823,1893029,null,1,7534
327863,15465,850736,3919503,null,3,14427
327864,76591,855582,2368294,null,3,18785
327865,38286,296047,2082786,null,2,10685
327866,64025,202904,4609211,null,1,2845
327867,77222,696297,5491175,null,1,5368
327868,46735,831653,414234,null,2,5761
327869,59792,318346,7871087,null,4,11733
327870,53055,548648,4762796,null,5,4258
327871,53975,574025,7943289,null,3,15782
327872,38268,722105,6004603,null,2,7762
327873,70516,243667,7566314,null,1,7512
327874,52045,926006,2083114,null,5,2407
327875,45516,110826,4286302,null,1,919
327876,13560,438218,5937783,null,5,10113
327877,293,660361,1797582,null,2,18963
327878,56223,32908,3249308,null,2,9278
327879,34174,323580,6595276,null,2,15011
327880,25868,369498,2659164,null,1,5090
327881,3084,280606,1664725,null,1,4362
327882,61303,911465,2408586,null,5,16143
327883,67094,128961,486444,null,1,13463
327884,4413,609357,2118627,null,2,9284
327885,74957,791963,5855005,null,1,7675
327886,8627,697007,620071,null,4,2069
327887,49171,804881,6328533,null,5,11715
327888,7093,469361,6737821,null,2,16704
327889,28694,393718,6811359,null,4,18274
327890,15329,721802,2607853,null,5,16910
327891,35223,771145,2402040,null,2,16742
327892,4479,471662,7267838,null,2,12116
327893,12717,154507,7607382,null,2,13009
327894,56383,578232,2516323,null,5,9989
327895,76187,302685,178774,null,2,16313
327896,50680,365988,6022484,null,2,4769
327897,11884,101919,2987008,null,1,2714
327898,66342,580861,987331,null,4,4932
327899,9673,441499,2558065,null,2,4025
327900,9101,793966,3325337,null,4,2904
327901,69863,246712,7329280,null,2,7665
327902,17795,966175,4570318,null,3,10607
327903,19627,555526,5909514,null,1,17273
327904,28970,95885,1724628,null,4,18862
327905,11857,710659,7997789,null,1,15341
327906,27162,893330,681598,null,3,11335
327907,35445,460580,4809746,null,2,18225
327908,53810,74124,4144192,null,4,3230
327909,69394,224374,6859612,null,2,3466
327910,79169,117880,871133,null,1,13603
327911,38419,731229,3991721,null,1,3968
327912,44089,960812,4012666,null,5,10361
327913,54367,864572,3135151,null,3,5555
327914,28781,156654,3371699,null,3,8089
327915,33788,220403,2959601,null,3,4626
327916,10190,130526,6466091,null,3,9876
327917,61661,683772,1887072,null,5,9789
327918,3168,796731,3476452,null,3,13844
327919,11151,84095,6196784,null,1,17230
327920,56931,917641,5443255,null,2,16124
327921,46164,428757,5890005,null,1,1692
327922,22912,923100,1140221,null,1,19129
327923,63667,464492,869620,null,1,7134
327924,47466,680809,932625,null,4,13101
327925,72985,432901,2494096,null,4,8340
327926,20695,240128,656073,null,2,16119
327927,64175,596368,6842962,null,4,13430
327928,27797,474468,107217,null,3,9232
327929,52494,318856,2306769,null,4,7283
327930,62371,430250,6095468,null,1,10601
327931,54815,535924,587948,null,1,3442
327932,50163,324088,3922560,null,3,5665
327933,71047,964458,4646711,null,5,6996
327934,68908,438029,7881701,null,2,19708
327935,76703,332961,5966229,null,2,6650
327936,1402,139841,4547719,null,2,3482
327937,14567,326218,4207067,null,5,15707
327938,35112,38967,4914228,null,4,17665
327939,47962,47632,5329080,null,4,10557
327940,2506,978307,7942218,null,1,13655
327941,53920,353349,3330076,null,3,8215
327942,40794,669567,451304,null,5,7581
327943,30232,341607,4079247,null,1,17460
327944,74457,732128,3533029,null,3,18491
